name,map_label,x_px,y_px,map_x,map_y,grid,region,sector,category,coordinate_source,svg_occurrence,canon,hyperroutes,wookieepedia
"Perma","Perma","2431.238","2025.264","134.711","-106.731","M-11","Core Worlds","Sin sector registrado","planet","catalog","","legends","Corellian Run","https://starwars.fandom.com/wiki/Perma"
"Lolnar","Lolnar","2438.308","2046.033","138.394","-117.551","M-11","Core Worlds","Sin sector registrado","planet","catalog","","legends","Corellian Run","https://starwars.fandom.com/wiki/Lolnar"
"Columus","Columus","2415.799","2010.589","133.33","-129.521","M-11","Core Worlds","Sin sector registrado","planet","svg","svg-0305","legends","","https://starwars.fandom.com/wiki/Columus"
"Lettow","Lettow","2399.099","2053.339","126.726","-146.533","M-11","Core Worlds","Sin sector registrado","planet","svg","svg-0819","legends","","https://starwars.fandom.com/wiki/Lettow"
"Rehemsa","Rehemsa","2457.889","2110.282","148.595","-151.022","M-11","Core Worlds","Sin sector registrado","planet","catalog","","legends","Corellian Run","https://starwars.fandom.com/wiki/Rehemsa"
"Sedratis","Sedratis","2464.738","2131.714","152.163","-162.187","M-11","Core Worlds","Sin sector registrado","planet","catalog","","canon","Corellian Run","https://starwars.fandom.com/wiki/Sedratis"
"Baraboo","Baraboo","2500.009","2056.709","181.111","-146.907","M-11","Core Worlds","Sin sector registrado","planet","svg","svg-0142","legends","Hydian Way","https://starwars.fandom.com/wiki/Baraboo"
"Bellassa","Bellassa","2524.061","2113.651","183.068","-152.777","M-11","Core Worlds","Sin sector registrado","planet","catalog","","legends","Hydian Way","https://starwars.fandom.com/wiki/Bellassa"
"Jaciprus","Jaciprus","2531.351","2139.501","186.866","-166.244","M-11","Core Worlds","Sin sector registrado","planet","catalog","","legends","Hydian Way","https://starwars.fandom.com/wiki/Jaciprus"
"Voktunma","Voktunma","2534.887","2151.212","188.708","-172.345","M-11","Core Worlds","Sin sector registrado","planet","catalog","","legends","Hydian Way","https://starwars.fandom.com/wiki/Voktunma"
"Samaria","Samaria","2498.431","2145.246","169.716","-169.237","M-11","Core Worlds","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Samaria"
"Rydonni Prime","Rydonni Prime","2470.372","2154.967","155.098","-174.301","M-11","Core Worlds","Sin sector registrado","planet","catalog","","legends","Corellian Run","https://starwars.fandom.com/wiki/Rydonni_Prime"
"Goorla","Goorla","2469.268","2166.457","154.523","-180.287","M-11","Core Worlds","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Goorla"
"Sacorria","Sacorria","2464.185","2174.631","151.875","-184.545","M-11","Core Worlds","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Sacorria"
"Corellia","Corellia","2460.969","2126.459","157.553","-186.038","M-11","Core Worlds","Sin sector registrado","planet","svg","svg-0314","canon","Corellian Run | Corellian Trade Spine","https://starwars.fandom.com/wiki/Corellia"
"Duro","Duro","2456.469","2143.339","157.102","-186.797","M-11","Core Worlds","Sin sector registrado","planet","svg","svg-0428","canon","","https://starwars.fandom.com/wiki/Duro"
"Nubia","Nubia","2468.849","2147.839","157.609","-186.709","M-11","Core Worlds","Sin sector registrado","planet","svg","svg-1021","canon","","https://starwars.fandom.com/wiki/Nubia"
"Karvoss","Karvoss","2397.708","2214.326","117.243","-205.225","M-12","Core Worlds","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Karvoss"
"Hemei","Hemei","2350.379","2187.209","103.763","-217.226","M-12","Core Worlds","Sin sector registrado","planet","svg","svg-0602","legends","","https://starwars.fandom.com/wiki/Hemei"
"Chasin","Chasin","2476.597","2299.212","158.341","-249.447","M-12","Core Worlds","Sin sector registrado","planet","catalog","","legends","Corellian Trade Spine","https://starwars.fandom.com/wiki/Chasin"
"Chamm","Chamm","2374.988","2301.105","105.407","-250.433","M-12","Core Worlds","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Chamm"
"Shumogi","Shumogi","2373.219","2225.459","114.284","-235.473","M-12","Core Worlds","Sin sector registrado","planet","svg","svg-1306","legends","","https://starwars.fandom.com/wiki/Shumogi"
"Tinnel","Tinnel","2484.599","2186.089","170.506","-213.445","M-12","Core Worlds","Sin sector registrado","planet","svg","svg-1446","canon","Corellian Run","https://starwars.fandom.com/wiki/Tinnel"
"Condular","Condular","2462.713","2346.546","151.108","-274.106","M-12","Core Worlds","Sin sector registrado","planet","catalog","","legends","Corellian Trade Spine","https://starwars.fandom.com/wiki/Condular"
"Gandeal","Gandeal","2432.849","2321.089","146.043","-283.287","M-12","Core Worlds","Sin sector registrado","planet","svg","svg-0520","legends","Corellian Trade Spine","https://starwars.fandom.com/wiki/Gandeal"
"Danteel","Danteel","2394.925","2321.972","115.793","-261.304","M-12","Core Worlds","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Danteel"
"Kobaria","Kobaria","2386.878","2329.308","111.601","-265.126","M-12","Core Worlds","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kobaria"
"Sestria","Sestria","2351.509","2361.589","102.724","-304.827","M-13","Core Worlds","Sin sector registrado","planet","svg","svg-1285","legends","","https://starwars.fandom.com/wiki/Sestria"
"Coruscant","Coruscant","2165.079","1776.079","0","0","K-9","Core Worlds","Sin sector registrado","planet","svg","svg-0318","canon","Byss Run | Corellian Run | Namadii Corridor | Perlemian Trade Route","https://starwars.fandom.com/wiki/Coruscant"
"Thrantin","Thrantin","1892.449","1726.038","-145.977","49.154","J-9","Colonies","Ollonir Boundaries[","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Thrantin"
"Batorine","Batorine","1883.589","1693.179","-130.359","89.431","J-9","Colonies","Sin sector registrado","planet","svg","svg-0160","legends","","https://starwars.fandom.com/wiki/Batorine"
"Phu","Phu","1962.519","2483.859","-107.075","-374.057","J-13","Colonies","Sin sector registrado","planet","svg","svg-1118","canon","","https://starwars.fandom.com/wiki/Phu"
"Trunska","Trunska","1950.712","2507.479","-115.624","-357.946","J-13","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Trunska"
"Candoria","Candoria","1927.361","2464.247","-127.789","-335.424","J-13","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Candoria"
"Hjaff","Hjaff","1927.993","2405.239","-127.46","-304.683","J-13","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Hjaff"
"Sif-Uwana","Sif-Uwana","2042.656","1606.442","-67.725","111.459","K-8","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Sif-Uwana"
"Vakkar","Vakkar","1990.429","1603.789","-94.686","97.157","K-9","Colonies","Fakir","planet","svg","svg-1522","legends","Shwuy Exchange","https://starwars.fandom.com/wiki/Vakkar"
"Palanhi","Palanhi","2043.079","1595.039","-66.41","97.65","K-9","Colonies","Sin sector registrado","planet","svg","svg-1083","legends","Namadii Corridor | Shwuy Exchange","https://starwars.fandom.com/wiki/Palanhi"
"Venjagga","Venjagga","2070.424","1693.535","-53.259","66.087","K-9","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Venjagga"
"Ord Mirit","Ord Mirit","2070.149","1640.609","-47.341","74.142","K-9","Colonies","Sin sector registrado","planet","svg","svg-1057","legends","Namadii Corridor","https://starwars.fandom.com/wiki/Ord_Mirit"
"Borleias","Borleias","2092.759","1659.959","-41.258","63.128","K-9","Colonies","Sin sector registrado","planet","svg","svg-0209","legends","Namadii Corridor","https://starwars.fandom.com/wiki/Borleias"
"Noquivzor","Noquivzor","2084.308","1629.476","-46.026","99.459","K-9","Colonies","Sin sector registrado","planet","catalog","","legends","Shwuy Exchange","https://starwars.fandom.com/wiki/Noquivzor"
"Ophideraan","Ophideraan","2151.092","2564.912","-11.234","-387.866","K-13","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Ophideraan"
"Whelori","Whelori","2117.642","2568.067","-28.66","-389.51","K-13","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Whelori"
"Vaykaaris","Vaykaaris","2022.344","2558.915","-78.307","-384.742","K-13","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Vaykaaris"
"Zenox Cluster","Zenox Cluster","2030.233","2515.054","-74.197","-361.892","K-13","Colonies","Sin sector registrado","misc","catalog","","legends","","https://starwars.fandom.com/wiki/Zenox_Cluster"
"Omar","Omar","2069.994","2473.4","-53.483","-340.192","K-13","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Omar"
"Baradas","Baradas","2188.128","1598.552","8.06","115.569","L-8","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Baradas"
"Ord Antalaha","Ord Antalaha","2220.55","1624.585","24.951","102.007","L-8","Colonies","Sin sector registrado","planet","catalog","","legends","Shwuy Exchange","https://starwars.fandom.com/wiki/Ord_Antalaha"
"Nierport","Nierport","2296.522","1598.552","64.529","115.569","L-8","Colonies","Sin sector registrado","planet","catalog","","legends","Hydian Way","https://starwars.fandom.com/wiki/Nierport"
"Uviuy Exen","Uviuy Exen","2268.259","1607.839","55.282","89.184","L-9","Colonies","Sin sector registrado","planet","svg","svg-1517","legends","Hydian Way | Shwuy Exchange","https://starwars.fandom.com/wiki/Uviuy_Exen"
"Doldrums","Doldrums","2335.335","1650.856","84.749","88.321","L-9","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Doldrums"
"Delle","Delle","2343.617","1717.124","89.064","53.798","L-9","Colonies","Sin sector registrado","planet","catalog","","legends","Perlemian Trade Route","https://starwars.fandom.com/wiki/Delle"
"Dankayo","Dankayo","2264.335","1629.082","47.761","99.664","L-9","Colonies","Sin sector registrado","planet","catalog","","legends","Shwuy Exchange","https://starwars.fandom.com/wiki/Dankayo"
"Kiribi","Kiribi","2363.972","1629.793","99.668","99.294","L-9","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kiribi"
"Nara","Nara","2226.23","1692.273","27.91","66.744","L-9","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Nara"
"Wakeelmui","Wakeelmui","2275.459","1685.173","53.556","70.443","L-9","Colonies","Sin sector registrado","planet","catalog","","legends","Hydian Way","https://starwars.fandom.com/wiki/Wakeelmui"
"Jatir","Jatir","2351.098","1742.581","92.961","40.536","L-9","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Jatir"
"Giju","Giju","2169.259","2453.839","3.068","-354.823","L-13","Colonies","Sin sector registrado","planet","svg","svg-0548","canon","Guu Run | Rimma Trade Route","https://starwars.fandom.com/wiki/Giju"
"Cilpar","Cilpar","2164.429","2486.109","1.26","-367.974","L-13","Colonies","Sin sector registrado","planet","svg","svg-0292","legends","","https://starwars.fandom.com/wiki/Cilpar"
"Vindalia","Vindalia","2200.004","2489.493","14.247","-348.576","L-13","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Vindalia"
"Fondor","Fondor","2215.379","2481.959","25.261","-369.618","L-13","Colonies","Sin sector registrado","planet","svg","svg-0497","canon","Shipwrights' Trace","https://starwars.fandom.com/wiki/Fondor"
"Ghorman","Ghorman","2219.889","2535.569","28.056","-397.729","L-13","Colonies","Sin sector registrado","planet","svg","svg-0546","canon","Rimma Trade Route","https://starwars.fandom.com/wiki/Ghorman"
"Mrlsst","Mrlsst","2219.049","2501.959","29.042","-376.851","L-13","Colonies","Sin sector registrado","planet","svg","svg-0940","legends","","https://starwars.fandom.com/wiki/Mrlsst"
"Bassadro","Bassadro","2292.145","2538.72","62.249","-374.221","L-13","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Bassadro"
"Teyr Vulvarch","Teyr Vulvarch","2335.062","2551.657","84.607","-380.961","L-13","Colonies","Sin sector registrado","planet","catalog","","legends","Shipwrights' Trace","https://starwars.fandom.com/wiki/Teyr_Vulvarch"
"Laakteen Depot","Laakteen Depot","2178.86","2548.818","3.232","-379.482","L-13","Colonies","Sin sector registrado","station","catalog","","legends","","https://starwars.fandom.com/wiki/Laakteen_Depot"
"Arkania","Arkania","2372.099","1587.589","109.634","101.269","M-8","Colonies","Sin sector registrado","planet","svg","svg-0093","legends","","https://starwars.fandom.com/wiki/Arkania"
"Kluistar","Kluistar","2373.499","1610.97","104.631","109.1","M-8","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kluistar"
"Raithal","Raithal","2445.999","1617.959","149.412","85.716","M-9","Colonies","Sin sector registrado","planet","svg","svg-1170","canon","Perlemian Trade Route","https://starwars.fandom.com/wiki/Raithal"
"Castell","Castell","2431.159","1625.709","139.529","80.255","M-9","Colonies","Sin sector registrado","planet","svg","svg-0255","canon","Perlemian Trade Route","https://starwars.fandom.com/wiki/Castell"
"Shulstine","Shulstine","2412.629","1629.209","133.755","77.81","M-9","Colonies","Sin sector registrado","planet","svg","svg-1305","legends","Perlemian Trade Route","https://starwars.fandom.com/wiki/Shulstine"
"Ifmix","Ifmix","2404.843","1682.315","120.96","71.932","M-9","Colonies","Sin sector registrado","planet","catalog","","legends","Perlemian Trade Route","https://starwars.fandom.com/wiki/Ifmix"
"Yabol Opa","Yabol Opa","2382.377","1695.894","109.256","64.858","M-9","Colonies","Sin sector registrado","planet","catalog","","legends","Perlemian Trade Route","https://starwars.fandom.com/wiki/Yabol_Opa"
"Teardrop","Teardrop","2375.57","1732.639","105.71","45.715","M-9","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Teardrop"
"Shelkonwa","Shelkonwa","2384.299","1704.589","116.683","43.126","M-9","Colonies","Sin sector registrado","planet","svg","svg-1296","legends","","https://starwars.fandom.com/wiki/Shelkonwa"
"Belnar","Belnar","2420.299","1701.163","129.012","62.113","M-9","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Belnar"
"Argai Minor","ArgaiMinor","2430.599","1682.839","140.972","52.496","M-9","Colonies","Sin sector registrado","planet","svg","svg-0087","legends","","https://starwars.fandom.com/wiki/Argai_Minor"
"Carida","Carida","2451.629","1668.589","151.698","59.277","M-9","Colonies","Sin sector registrado","planet","svg","svg-0251","canon","","https://starwars.fandom.com/wiki/Carida"
"Dakshee","Dakshee","2452.959","1686.659","153.671","50.893","M-9","Colonies","Sin sector registrado","planet","svg","svg-0350","legends","","https://starwars.fandom.com/wiki/Dakshee"
"Hok","Hok","2500.009","1709.089","176.727","38.194","M-9","Colonies","Sin sector registrado","planet","svg","svg-0616","canon","","https://starwars.fandom.com/wiki/Hok"
"Grandine","Grandine","2504.553","1810.267","172.905","5.274","M-9","Colonies","Sin sector registrado","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Grandine"
"Parkis","Parkis","2490.199","1827.239","171.672","-24.07","M-10","Colonies","Sin sector registrado","planet","svg","svg-1094","legends","Commenor Run","https://starwars.fandom.com/wiki/Parkis"
